customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_No,Score_Yes
4159-NAAIX,Female,0,No,No,63,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,No,97.45,6253,No,0.930451127819549,6.95488721804511e-02
9397-TZSHA,Female,0,No,No,69,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.6,1678.05,No,0.930451127819549,6.95488721804511e-02
9763-PDTKK,Female,0,No,No,4,Fiberoptic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,94.4,387.2,Yes,0.31437125748503,0.68562874251497
7627-JKIAZ,Female,0,Yes,No,37,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,78.95,2839.65,Yes,0.575596816976127,0.424403183023873
1271-UODNO,Male,0,No,No,39,DSL,No,No,No,Yes,No,No,Twoyear,Yes,53.85,2200.7,No,0.930451127819549,6.95488721804511e-02
4081-DYXAV,Female,0,No,No,19,DSL,No,No,No,No,Yes,Yes,Oneyear,Yes,44.85,893.55,Yes,0.930451127819549,6.95488721804511e-02
9330-DHBFL,Female,0,Yes,Yes,23,DSL,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,66.25,1533.8,No,0.930451127819549,6.95488721804511e-02
0098-BOWSO,Male,0,No,No,27,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,19.4,529.8,No,0.778723404255319,0.221276595744681
5859-HZYLF,Male,0,Yes,Yes,26,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.15,515.75,No,0.930451127819549,6.95488721804511e-02
5293-WXJAK,Female,1,Yes,No,11,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.05,1133.65,Yes,0.31437125748503,0.68562874251497
3156-QLHBO,Male,0,No,Yes,2,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.25,48.35,No,0.778723404255319,0.221276595744681
2208-NQBCT,Female,0,Yes,Yes,26,Fiberoptic,Yes,Yes,No,No,No,No,Month-to-month,No,81.95,2070.05,No,0.575596816976127,0.424403183023873
3082-WQRVY,Male,1,Yes,No,14,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.65,228.65,No,0.930451127819549,6.95488721804511e-02
8844-TONUD,Male,0,Yes,Yes,13,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,96.65,1162.85,Yes,0.31437125748503,0.68562874251497
8807-ARQET,Female,0,No,No,41,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,40.35,1677.85,No,0.778723404255319,0.221276595744681
8992-CEUEN,Female,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,18.85,18.85,No,0.608695652173913,0.391304347826087
8777-PVYGU,Female,0,Yes,No,52,DSL,Yes,No,Yes,No,Yes,No,Oneyear,Yes,64.3,3410.6,No,0.930451127819549,6.95488721804511e-02
8292-ITGYJ,Female,0,Yes,Yes,45,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,24.65,1138.8,No,0.930451127819549,6.95488721804511e-02
5868-CZJDR,Male,0,No,Yes,1,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,31.35,31.35,Yes,0.324675324675325,0.675324675324675
9359-UGBTK,Female,0,No,No,67,DSL,Yes,No,Yes,Yes,No,Yes,Oneyear,Yes,72.35,4991.5,No,0.930451127819549,6.95488721804511e-02
0135-NMXAP,Female,0,No,No,12,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.75,1052.4,Yes,0.31437125748503,0.68562874251497
6479-OAUSD,Male,0,No,No,25,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.9,510.8,No,0.930451127819549,6.95488721804511e-02
1282-IHQAC,Male,1,No,No,70,DSL,No,Yes,Yes,No,Yes,No,Oneyear,Yes,44.05,3011.65,No,0.930451127819549,6.95488721804511e-02
9127-FHJBZ,Male,0,Yes,Yes,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,114,8093.15,No,0.930451127819549,6.95488721804511e-02
1641-RQDAY,Female,1,Yes,Yes,32,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,100.4,3217.65,No,0.575596816976127,0.424403183023873
1346-UFHAX,Female,0,No,No,13,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,80,1029.35,No,0.31437125748503,0.68562874251497
3992-YWPKO,Female,0,No,No,6,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,109.9,669.45,Yes,0.31437125748503,0.68562874251497
4835-YSJMR,Male,0,No,No,39,DSL,No,No,No,Yes,No,No,Twoyear,Yes,49.8,1971.15,No,0.930451127819549,6.95488721804511e-02
8399-YNDCH,Male,1,No,No,21,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,60.05,1236.15,Yes,0.778723404255319,0.221276595744681
0080-OROZO,Female,0,No,No,35,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Oneyear,Yes,99.25,3532,No,0.930451127819549,6.95488721804511e-02
1579-KLYDT,Male,0,No,No,7,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,90.45,593.45,Yes,0.31437125748503,0.68562874251497
5542-NKVRU,Female,0,No,No,42,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,20.75,844.45,No,0.930451127819549,6.95488721804511e-02
6358-LYNGM,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.9,74.9,Yes,0.31437125748503,0.68562874251497
6077-BDPXA,Female,0,No,No,3,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.15,194.2,No,0.31437125748503,0.68562874251497
5494-HECPR,Female,0,No,No,1,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,80.25,80.25,Yes,0.31437125748503,0.68562874251497
8268-YDIXR,Male,0,Yes,No,56,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,Yes,93.15,5253.95,No,0.930451127819549,6.95488721804511e-02
9824-BEMCV,Male,0,Yes,Yes,17,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69,1149.65,Yes,0.575596816976127,0.424403183023873
6980-IMXXE,Female,0,Yes,Yes,69,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.2,1412.65,No,0.930451127819549,6.95488721804511e-02
9866-QEVEE,Male,0,No,No,19,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,86,1532.45,Yes,0.575596816976127,0.424403183023873
7979-CORPM,Male,0,No,No,24,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,90.55,2282.55,Yes,0.575596816976127,0.424403183023873
0872-JCPIB,Male,0,No,No,17,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,65.75,1111.2,No,0.778723404255319,0.221276595744681
9091-WTUUY,Male,0,Yes,Yes,64,DSL,Yes,No,Yes,Yes,Yes,No,Twoyear,No,69.25,4447.75,No,0.930451127819549,6.95488721804511e-02
8496-DMZUK,Male,0,No,No,30,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,No,90.4,2820.65,No,0.930451127819549,6.95488721804511e-02
9068-VPWQQ,Male,0,Yes,No,61,DSL,Yes,No,Yes,Yes,No,Yes,Twoyear,No,75.35,4729.3,No,0.930451127819549,6.95488721804511e-02
0178-SZBHO,Male,0,Yes,Yes,47,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,No,87.2,4017.45,No,0.575596816976127,0.424403183023873
0384-RVBPI,Male,0,No,No,20,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,64.4,1398.6,No,0.778723404255319,0.221276595744681
1689-MRZQR,Male,0,Yes,Yes,34,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,78.3,2564.3,Yes,0.575596816976127,0.424403183023873
2120-SMPEX,Male,0,No,No,25,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.15,536.35,No,0.778723404255319,0.221276595744681
0096-FCPUF,Male,0,No,No,30,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,64.5,1888.45,No,0.778723404255319,0.221276595744681
5552-ZNFSJ,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,45.3,45.3,Yes,0.324675324675325,0.675324675324675
6507-ZJSUR,Male,1,Yes,No,23,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.45,2117.25,No,0.575596816976127,0.424403183023873
9408-HRXRK,Female,0,Yes,Yes,45,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,105.15,4730.9,No,0.575596816976127,0.424403183023873
7321-PKUYW,Female,0,No,No,11,Fiberoptic,No,No,No,Yes,Yes,No,Month-to-month,No,90.15,987.95,Yes,0.31437125748503,0.68562874251497
6766-HFKLA,Female,0,Yes,No,56,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,No,103.2,5744.35,No,0.930451127819549,6.95488721804511e-02
7595-EUIVN,Female,0,No,No,1,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,No,75.8,75.8,Yes,0.31437125748503,0.68562874251497
4030-VPZBD,Female,0,No,No,2,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,30.9,59.05,Yes,0.778723404255319,0.221276595744681
5529-GIBVH,Female,0,No,No,47,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.15,1046.2,No,0.930451127819549,6.95488721804511e-02
1251-STYSZ,Female,1,No,No,4,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,80.25,303.7,No,0.31437125748503,0.68562874251497
2612-PHGOX,Male,0,Yes,No,64,DSL,No,Yes,Yes,Yes,Yes,No,Twoyear,Yes,76.1,4818.8,No,0.930451127819549,6.95488721804511e-02
2408-TZMJL,Male,0,Yes,No,59,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,110.15,6448.05,Yes,0.930451127819549,6.95488721804511e-02
9681-KYGYB,Male,1,Yes,No,49,Fiberoptic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,88.2,4159.45,No,0.575596816976127,0.424403183023873
7182-OVLBJ,Female,0,Yes,Yes,62,Fiberoptic,Yes,No,No,No,Yes,Yes,Twoyear,Yes,101.15,6638.35,No,0.930451127819549,6.95488721804511e-02
4730-AWNAU,Male,0,Yes,Yes,36,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,No,60.7,2234.55,No,0.930451127819549,6.95488721804511e-02
3452-FLHYD,Male,0,Yes,No,25,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.95,495.15,No,0.930451127819549,6.95488721804511e-02
2388-LAESQ,Female,1,Yes,No,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,114.85,8317.95,No,0.930451127819549,6.95488721804511e-02
9134-CEQMF,Male,1,Yes,No,7,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.5,676.7,Yes,0.31437125748503,0.68562874251497
8800-ZKRFW,Female,0,Yes,Yes,30,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,107.5,3242.5,No,0.575596816976127,0.424403183023873
2616-FLVQC,Male,0,No,No,64,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.55,1240.15,No,0.930451127819549,6.95488721804511e-02
7993-PYKOF,Male,0,Yes,No,8,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,No,75,632.95,Yes,0.31437125748503,0.68562874251497
5027-XWQHA,Male,0,No,No,6,DSL,No,No,No,No,No,No,Month-to-month,No,44.75,270.95,Yes,0.778723404255319,0.221276595744681
6248-TKCQV,Female,0,Yes,Yes,70,DSL,Yes,No,No,Yes,Yes,Yes,Twoyear,Yes,80.6,5460.2,No,0.930451127819549,6.95488721804511e-02
6729-GDNGC,Female,1,No,No,20,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,80.7,1614.2,No,0.575596816976127,0.424403183023873
9795-SHUHB,Female,0,Yes,Yes,66,DSL,Yes,Yes,No,Yes,No,No,Twoyear,Yes,58.2,3810.8,No,0.930451127819549,6.95488721804511e-02
3230-IUALN,Female,0,Yes,Yes,45,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,81,3533.6,No,0.930451127819549,6.95488721804511e-02
8519-IMDHU,Male,1,Yes,No,15,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,85.6,1345.55,Yes,0.575596816976127,0.424403183023873
0201-OAMXR,Female,0,No,No,70,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,No,115.55,8127.6,Yes,0.930451127819549,6.95488721804511e-02
1661-CZBAU,Male,0,No,No,48,DSL,Yes,No,No,Yes,No,Yes,Oneyear,Yes,70.95,3629.2,No,0.930451127819549,6.95488721804511e-02
9831-BPFRI,Female,0,Yes,Yes,39,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,89.55,3474.45,Yes,0.930451127819549,6.95488721804511e-02
9788-YTFGE,Male,0,No,No,7,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,19.95,147.5,No,0.778723404255319,0.221276595744681
1907-YLNYW,Male,0,No,No,8,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,66.7,579,No,0.778723404255319,0.221276595744681
3161-ONRWK,Male,0,Yes,Yes,60,DSL,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,65.85,3928.3,No,0.930451127819549,6.95488721804511e-02
6682-VCIXC,Female,0,Yes,Yes,43,DSL,Yes,Yes,No,Yes,Yes,No,Oneyear,Yes,51.25,2151.6,No,0.930451127819549,6.95488721804511e-02
4791-QRGMF,Male,0,Yes,No,59,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,99.5,5961.1,Yes,0.930451127819549,6.95488721804511e-02
7537-RBWEA,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.15,25.15,No,0.324675324675325,0.675324675324675
0121-SNYRK,Male,0,No,No,50,DSL,Yes,No,No,Yes,No,No,Oneyear,Yes,35.4,1748.9,No,0.930451127819549,6.95488721804511e-02
4671-LXRDQ,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,45,96.45,Yes,0.778723404255319,0.221276595744681
2017-CCBLH,Female,0,No,No,8,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20,141.6,No,0.930451127819549,6.95488721804511e-02
1184-PJVDB,Male,0,Yes,No,10,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,79.95,857.2,Yes,0.31437125748503,0.68562874251497
7266-GSSJX,Male,0,Yes,Yes,11,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.45,250.8,No,0.778723404255319,0.221276595744681
7722-VJRQD,Male,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,60.95,4549.05,No,0.930451127819549,6.95488721804511e-02
9415-DPEWS,Female,0,No,No,18,Fiberoptic,No,No,No,Yes,Yes,No,Month-to-month,Yes,88.35,1639.3,Yes,0.575596816976127,0.424403183023873
0196-JTUQI,Female,0,No,No,9,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,75.2,633.85,No,0.31437125748503,0.68562874251497
2568-BRGYX,Male,0,No,No,4,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.2,237.95,Yes,0.31437125748503,0.68562874251497
3084-DOWLE,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,92,6474.4,No,0.930451127819549,6.95488721804511e-02
7721-JXEAW,Male,0,Yes,No,59,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,41.05,2452.7,Yes,0.778723404255319,0.221276595744681
4238-HFHSN,Male,1,Yes,No,61,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,82.15,4904.85,No,0.575596816976127,0.424403183023873
6250-CGGUN,Male,0,No,No,54,Fiberoptic,Yes,No,Yes,Yes,No,No,Oneyear,No,84.4,4484.05,No,0.930451127819549,6.95488721804511e-02
5478-JJVZK,Female,0,No,No,33,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,60.9,2033.85,No,0.778723404255319,0.221276595744681
9793-WECQC,Male,0,No,No,23,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,No,95.3,2192.9,No,0.575596816976127,0.424403183023873
3164-AALRN,Male,0,No,No,5,DSL,No,No,Yes,No,Yes,Yes,Oneyear,Yes,70,347.4,Yes,0.930451127819549,6.95488721804511e-02
1697-BCSHV,Female,0,Yes,Yes,58,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,66.8,3970.4,No,0.778723404255319,0.221276595744681
4538-WNTMJ,Female,0,Yes,Yes,46,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.95,1165.9,No,0.930451127819549,6.95488721804511e-02
4704-ERYFC,Female,0,Yes,No,22,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.25,1554,Yes,0.575596816976127,0.424403183023873
8060-HIWJJ,Male,0,No,No,64,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,No,86.55,5632.55,No,0.930451127819549,6.95488721804511e-02
7684-XSZIY,Male,0,Yes,Yes,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.3,1643.25,No,0.930451127819549,6.95488721804511e-02
9089-UOWJG,Female,0,Yes,Yes,12,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,58.35,740.55,No,0.778723404255319,0.221276595744681
8039-ACLPL,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,No,68.75,4888.2,No,0.930451127819549,6.95488721804511e-02
2272-JKMSI,Female,0,Yes,Yes,62,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,110.8,6840.95,No,0.930451127819549,6.95488721804511e-02
8714-CTZJW,Female,0,No,No,4,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,Yes,82.85,319.6,No,0.31437125748503,0.68562874251497
3569-EDBPQ,Female,0,No,No,24,Fiberoptic,Yes,No,No,Yes,No,No,Month-to-month,Yes,84.35,1938.05,No,0.575596816976127,0.424403183023873
3131-NWVFJ,Female,0,Yes,Yes,14,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.55,294.5,No,0.930451127819549,6.95488721804511e-02
2373-NTKOD,Male,0,No,No,8,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,66.25,546.45,No,0.778723404255319,0.221276595744681
6960-HVYXR,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,76,76,Yes,0.31437125748503,0.68562874251497
0895-UADGO,Male,0,No,Yes,8,DSL,Yes,No,No,Yes,No,Yes,Twoyear,Yes,44.55,343.45,No,0.930451127819549,6.95488721804511e-02
7861-UVUFT,Female,0,Yes,No,15,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,84.3,1308.4,Yes,0.575596816976127,0.424403183023873
5302-BDJNT,Male,0,No,No,35,Fiberoptic,No,No,Yes,Yes,Yes,No,Month-to-month,No,95.5,3418.2,No,0.575596816976127,0.424403183023873
5223-UZAVK,Male,0,No,No,64,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,100.3,6603.8,No,0.930451127819549,6.95488721804511e-02
4859-ZSRDZ,Female,0,Yes,Yes,58,DSL,No,No,Yes,Yes,Yes,Yes,Twoyear,Yes,55.5,3166.9,No,0.930451127819549,6.95488721804511e-02
0680-DFNNY,Male,0,Yes,No,15,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,101.1,1504.05,Yes,0.575596816976127,0.424403183023873
7560-QRBXH,Female,0,No,Yes,48,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.95,936.7,No,0.930451127819549,6.95488721804511e-02
4652-ODEVH,Male,0,Yes,Yes,45,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.45,1088.25,No,0.930451127819549,6.95488721804511e-02
6510-UPNKS,Female,0,No,No,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.8,615.35,No,0.930451127819549,6.95488721804511e-02
6718-BDGHG,Female,0,Yes,No,43,DSL,No,No,No,Yes,Yes,No,Oneyear,Yes,64.85,2908.2,No,0.930451127819549,6.95488721804511e-02
7677-SJJJK,Male,0,Yes,Yes,8,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.9,153.95,No,0.930451127819549,6.95488721804511e-02
2480-EJWYP,Female,1,Yes,No,58,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,Yes,97.8,5458.8,No,0.930451127819549,6.95488721804511e-02
3211-AAPKX,Male,0,No,No,20,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.55,2031.95,No,0.575596816976127,0.424403183023873
8445-DNBAE,Male,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.05,50.05,No,0.324675324675325,0.675324675324675
6806-YDEUL,Female,1,No,No,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.5,106.8,No,0.778723404255319,0.221276595744681
0222-CNVPT,Male,1,No,No,52,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,48.8,2555.05,No,0.778723404255319,0.221276595744681
5899-OUVKV,Male,0,No,No,31,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,94.5,2979.2,No,0.575596816976127,0.424403183023873
6234-PFPXL,Male,0,Yes,No,22,Fiberoptic,Yes,No,No,Yes,Yes,No,Month-to-month,No,95.9,2234.95,No,0.575596816976127,0.424403183023873
9824-QCJPK,Male,0,Yes,No,36,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,20,666.75,No,0.930451127819549,6.95488721804511e-02
4763-PGDPO,Female,0,No,No,4,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,70.4,281,Yes,0.31437125748503,0.68562874251497
1866-OBPNR,Male,0,Yes,Yes,1,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,No,74.6,74.6,No,0.31437125748503,0.68562874251497
8205-MQUGY,Male,0,Yes,Yes,12,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.2,571.15,No,0.778723404255319,0.221276595744681
8970-ANWXO,Female,0,No,No,23,DSL,No,No,No,Yes,Yes,Yes,Oneyear,Yes,73.75,1756.6,No,0.930451127819549,6.95488721804511e-02
9480-BQJEI,Male,0,No,No,62,Fiberoptic,Yes,Yes,No,No,No,Yes,Oneyear,Yes,92.3,5731.45,No,0.930451127819549,6.95488721804511e-02
5067-DGXLL,Male,0,No,No,2,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.25,36.8,No,0.778723404255319,0.221276595744681
9851-QXEEQ,Male,0,No,No,41,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.7,4346.4,Yes,0.575596816976127,0.424403183023873
9290-SHCMB,Female,1,No,No,13,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,96.85,1235.55,No,0.31437125748503,0.68562874251497
5208-HFSBT,Female,0,No,No,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,55.05,102.75,Yes,0.778723404255319,0.221276595744681
5035-PGZXH,Female,0,No,No,56,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,106.8,5914.4,No,0.930451127819549,6.95488721804511e-02
6543-JXSOO,Female,0,Yes,Yes,23,DSL,Yes,Yes,No,Yes,No,No,Oneyear,Yes,57.75,1282.85,No,0.930451127819549,6.95488721804511e-02
8819-WFGGJ,Male,0,Yes,No,68,DSL,Yes,No,Yes,No,Yes,Yes,Twoyear,Yes,54.1,3794.5,No,0.930451127819549,6.95488721804511e-02
9972-EWRJS,Female,0,Yes,Yes,67,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.25,1372.9,No,0.930451127819549,6.95488721804511e-02
1921-KYSAY,Female,0,No,No,41,DSL,No,No,Yes,Yes,No,Yes,Oneyear,Yes,68.6,2877.05,No,0.930451127819549,6.95488721804511e-02
5766-XQXMQ,Female,0,No,No,29,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,68.85,1970.5,Yes,0.778723404255319,0.221276595744681
9327-QSDED,Male,0,No,No,8,DSL,No,No,No,No,No,No,Month-to-month,No,43.55,335.4,No,0.778723404255319,0.221276595744681
3703-VAVCL,Male,0,Yes,Yes,2,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,No,90,190.05,Yes,0.31437125748503,0.68562874251497
7107-UBYKY,Female,0,Yes,Yes,35,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,25.75,882.55,No,0.778723404255319,0.221276595744681
7876-DNYAP,Female,0,Yes,Yes,69,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.8,1436.95,No,0.930451127819549,6.95488721804511e-02
6326-MTTXK,Male,0,No,No,8,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,No,100.85,819.55,Yes,0.31437125748503,0.68562874251497
0330-IVZHA,Female,0,Yes,No,5,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.95,330.15,Yes,0.31437125748503,0.68562874251497
2886-KEFUM,Female,0,Yes,No,63,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,107.5,6873.75,Yes,0.930451127819549,6.95488721804511e-02
2245-ADZFJ,Female,0,Yes,Yes,31,DSL,No,Yes,No,Yes,Yes,Yes,Twoyear,No,80.55,2471.6,No,0.930451127819549,6.95488721804511e-02
9313-QOLTZ,Male,0,No,No,26,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.9,518.3,No,0.778723404255319,0.221276595744681
