customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_No,Score_Yes
5302-BDJNT,Male,0,No,No,35,Fiberoptic,No,No,Yes,Yes,Yes,No,Month-to-month,No,95.5,3418.2,No,0.708704941992577,0.291295058007423
5223-UZAVK,Male,0,No,No,64,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,100.3,6603.8,No,0.818185212558904,0.181814787441096
4859-ZSRDZ,Female,0,Yes,Yes,58,DSL,No,No,Yes,Yes,Yes,Yes,Twoyear,Yes,55.5,3166.9,No,0.975266409092851,2.47335909071492e-02
0680-DFNNY,Male,0,Yes,No,15,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,101.1,1504.05,Yes,0.34128727488587,0.65871272511413
7560-QRBXH,Female,0,No,Yes,48,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.95,936.7,No,0.986667953829222,1.3332046170778e-02
4652-ODEVH,Male,0,Yes,Yes,45,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.45,1088.25,No,0.993763602566567,6.23639743343299e-03
6510-UPNKS,Female,0,No,No,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.8,615.35,No,0.951704879260558,4.82951207394418e-02
6718-BDGHG,Female,0,Yes,No,43,DSL,No,No,No,Yes,Yes,No,Oneyear,Yes,64.85,2908.2,No,0.9277980258903,0.0722019741097
7677-SJJJK,Male,0,Yes,Yes,8,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.9,153.95,No,0.921097910266674,7.89020897333264e-02
2480-EJWYP,Female,1,Yes,No,58,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,Yes,97.8,5458.8,No,0.702017731315911,0.297982268684089
3211-AAPKX,Male,0,No,No,20,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.55,2031.95,No,0.479765550950095,0.520234449049905
8445-DNBAE,Male,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.05,50.05,No,0.53568440973304,0.46431559026696
6806-YDEUL,Female,1,No,No,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.5,106.8,No,0.743601780231436,0.256398219768564
0222-CNVPT,Male,1,No,No,52,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,48.8,2555.05,No,0.777026146358247,0.222973853641753
5899-OUVKV,Male,0,No,No,31,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,94.5,2979.2,No,0.433421422144547,0.566578577855453
6234-PFPXL,Male,0,Yes,No,22,Fiberoptic,Yes,No,No,Yes,Yes,No,Month-to-month,No,95.9,2234.95,No,0.726423043741914,0.273576956258086
9824-QCJPK,Male,0,Yes,No,36,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,20,666.75,No,0.976234922531466,2.37650774685339e-02
4763-PGDPO,Female,0,No,No,4,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,70.4,281,Yes,0.402699334702573,0.597300665297427
1866-OBPNR,Male,0,Yes,Yes,1,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,No,74.6,74.6,No,0.479915473348821,0.520084526651179
8205-MQUGY,Male,0,Yes,Yes,12,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.2,571.15,No,0.720860948583182,0.279139051416818
8970-ANWXO,Female,0,No,No,23,DSL,No,No,No,Yes,Yes,Yes,Oneyear,Yes,73.75,1756.6,No,0.823960814345659,0.176039185654341
9480-BQJEI,Male,0,No,No,62,Fiberoptic,Yes,Yes,No,No,No,Yes,Oneyear,Yes,92.3,5731.45,No,0.871444080082734,0.128555919917266
5067-DGXLL,Male,0,No,No,2,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.25,36.8,No,0.781807050415191,0.218192949584809
9851-QXEEQ,Male,0,No,No,41,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.7,4346.4,Yes,0.492886569205936,0.507113430794064
9290-SHCMB,Female,1,No,No,13,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,96.85,1235.55,No,0.228372257667031,0.771627742332969
5208-HFSBT,Female,0,No,No,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,55.05,102.75,Yes,0.676457543166335,0.323542456833665
5035-PGZXH,Female,0,No,No,56,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,106.8,5914.4,No,0.729215859449172,0.270784140550828
6543-JXSOO,Female,0,Yes,Yes,23,DSL,Yes,Yes,No,Yes,No,No,Oneyear,Yes,57.75,1282.85,No,0.94092039675816,5.90796032418399e-02
8819-WFGGJ,Male,0,Yes,No,68,DSL,Yes,No,Yes,No,Yes,Yes,Twoyear,Yes,54.1,3794.5,No,0.97581363576223,2.41863642377696e-02
9972-EWRJS,Female,0,Yes,Yes,67,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.25,1372.9,No,0.996792704248113,3.20729575188714e-03
1921-KYSAY,Female,0,No,No,41,DSL,No,No,Yes,Yes,No,Yes,Oneyear,Yes,68.6,2877.05,No,0.918765097786067,8.12349022139332e-02
5766-XQXMQ,Female,0,No,No,29,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,68.85,1970.5,Yes,0.775564344099912,0.224435655900088
9327-QSDED,Male,0,No,No,8,DSL,No,No,No,No,No,No,Month-to-month,No,43.55,335.4,No,0.63053850097893,0.36946149902107
3703-VAVCL,Male,0,Yes,Yes,2,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-month,No,90,190.05,Yes,0.555393067120133,0.444606932879867
7107-UBYKY,Female,0,Yes,Yes,35,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,25.75,882.55,No,0.939348965840675,6.06510341593255e-02
7876-DNYAP,Female,0,Yes,Yes,69,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.8,1436.95,No,0.997902733301011,2.09726669898923e-03
6326-MTTXK,Male,0,No,No,8,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,No,100.85,819.55,Yes,0.396621014281456,0.603378985718544
0330-IVZHA,Female,0,Yes,No,5,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.95,330.15,Yes,0.427075973908661,0.572924026091339
2886-KEFUM,Female,0,Yes,No,63,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,107.5,6873.75,Yes,0.759747592733422,0.240252407266578
2245-ADZFJ,Female,0,Yes,Yes,31,DSL,No,Yes,No,Yes,Yes,Yes,Twoyear,No,80.55,2471.6,No,0.964167357696529,3.58326423034715e-02
9313-QOLTZ,Male,0,No,No,26,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.9,518.3,No,0.921123232886214,7.8876767113786e-02
9651-GTSAQ,Female,0,Yes,No,53,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,106.1,5769.75,Yes,0.775256763695074,0.224743236304926
8259-NFJTV,Female,0,Yes,Yes,7,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,34.65,246.6,No,0.795417623590151,0.204582376409849
3223-DWFIO,Male,1,No,No,4,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.35,261.65,No,0.328346741601704,0.671653258398296
6968-GMKPR,Female,0,No,No,55,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,81.55,4509.5,No,0.729868639224021,0.270131360775979
0799-DDIHE,Female,0,Yes,Yes,15,DSL,No,No,No,No,No,No,Month-to-month,No,46.3,639.45,No,0.734682542465545,0.265317457534455
5312-TSZVC,Female,0,No,Yes,15,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.65,270.6,No,0.936468071915361,6.35319280846393e-02
2003-CKLOR,Male,0,No,No,66,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,99.5,6710.5,Yes,0.698719102968942,0.301280897031058
9906-NHHVC,Female,1,No,No,65,DSL,No,Yes,Yes,No,Yes,Yes,Twoyear,Yes,53.5,3517.9,No,0.949908441905928,5.00915580940722e-02
4522-XRWWI,Male,0,Yes,No,42,DSL,Yes,No,No,Yes,Yes,Yes,Oneyear,No,80.45,3375.9,No,0.949530779855021,5.04692201449794e-02
3766-EJLFL,Female,0,Yes,Yes,68,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,109.05,7508.55,No,0.948243210028606,5.17567899713938e-02
8246-SHFGA,Male,0,No,No,17,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,21.1,385.55,No,0.881494919254261,0.118505080745739
8387-MOJJT,Female,0,Yes,Yes,42,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,77.95,3384,Yes,0.582169667310554,0.417830332689446
2761-OCIAX,Male,1,No,No,2,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,74.7,165.4,Yes,0.283554313931386,0.716445686068614
7321-VGNKU,Female,0,Yes,No,2,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,70.35,120.25,No,0.328931803377665,0.671068196622335
5327-CNLUQ,Male,0,Yes,No,48,Fiberoptic,Yes,Yes,Yes,No,Yes,No,Twoyear,Yes,96.9,4473.45,No,0.917863765260805,8.21362347391954e-02
7552-KEYGT,Male,0,Yes,No,27,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.55,520.55,No,0.982939586442957,1.70604135570428e-02
5816-JMLGY,Female,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,80.4,5717.85,No,0.982684894262355,1.73151057376449e-02
2927-QRRQV,Male,0,Yes,No,46,Fiberoptic,No,Yes,Yes,No,Yes,No,Oneyear,Yes,94.65,4312.5,No,0.770658553125018,0.229341446874982
7941-RCJOW,Male,0,No,No,65,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.55,1218.65,No,0.996061253007538,3.93874699246233e-03
6374-NTQLP,Male,1,Yes,Yes,72,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,104.1,7447.7,No,0.940309997014511,5.96900029854887e-02
2387-KDZQY,Male,0,No,No,17,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.1,279.5,No,0.916587355666877,8.3412644333123e-02
3584-WKTTW,Male,0,Yes,No,51,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,111.55,5720.35,No,0.845853851933848,0.154146148066152
1971-DTCZB,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,90.95,6468.6,No,0.986170197458341,1.38298025416589e-02
3374-PZLXD,Male,0,No,No,34,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.7,675.6,No,0.944249542380208,5.57504576197925e-02
3813-DHBBB,Male,0,Yes,No,67,DSL,Yes,Yes,No,Yes,No,Yes,Twoyear,Yes,50.95,3521.7,No,0.991314251301868,8.68574869813181e-03
6518-PPLMZ,Male,0,Yes,Yes,53,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.4,1110.35,No,0.993917709776935,6.08229022306499e-03
4939-KYYPY,Male,0,No,No,27,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,59.45,1611.65,No,0.872940471584322,0.127059528415678
2361-UPSND,Female,0,Yes,No,46,DSL,Yes,Yes,No,Yes,No,Yes,Oneyear,No,70.6,3231.05,No,0.970075337941751,2.99246620582486e-02
6035-RIIOM,Female,0,No,No,54,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,Yes,97.2,5129.45,No,0.859694167574104,0.140305832425896
9504-DSHWM,Male,0,No,No,20,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,59.2,1191.2,No,0.883319314749728,0.116680685250272
3533-UVMOM,Male,0,Yes,No,68,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,No,70.95,4741.45,No,0.98877741360165,1.12225863983499e-02
1478-VPOAD,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,43.8,43.8,No,0.550226888800568,0.449773111199432
4690-LLKUA,Male,1,No,No,17,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.05,770.6,Yes,0.55871327490364,0.44128672509636
9490-DFPMD,Female,1,No,No,42,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,84.65,3541.35,Yes,0.460878725793639,0.539121274206361
2581-VKIRT,Female,0,Yes,Yes,59,DSL,Yes,Yes,No,Yes,No,No,Oneyear,No,65.5,3801.3,No,0.987944081909214,1.20559180907862e-02
2851-MMUTZ,Female,0,No,No,27,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,56.15,1439.35,No,0.846774047841526,0.153225952158474
8580-AECUZ,Male,1,No,No,1,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,79.1,79.1,Yes,0.203560179076058,0.796439820923942
8388-DMKAE,Female,0,No,No,8,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.25,174.65,No,0.953255451298459,4.6744548701541e-02
5405-ZMYXQ,Female,0,No,No,8,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.6,548.9,No,0.373452355878965,0.626547644121035
5047-LHVLY,Male,1,No,Yes,1,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,50.15,50.15,Yes,0.437130869104865,0.562869130895135
4737-AQCPU,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Twoyear,No,72.1,5016.65,No,0.996459631233825,3.5403687661754e-03
9158-VCTQB,Female,0,Yes,No,41,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,113.6,4594.95,Yes,0.712432089143627,0.287567910856373
2808-CHTDM,Female,0,Yes,Yes,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.1,611.45,No,0.981585573754756,1.84144262452442e-02
0793-TWELN,Female,0,No,No,4,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,80.15,319.85,No,0.434204069256205,0.565795930743795
3283-WCWXT,Male,0,Yes,Yes,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.4,153.3,No,0.962033385967067,3.79666140329328e-02
0999-QXNSA,Male,1,No,Yes,7,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.75,344.2,No,0.48909942376605,0.51090057623395
5451-MHQOF,Male,0,Yes,Yes,56,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,24.45,1431.65,No,0.988411608083803,1.15883919161971e-02
4836-WNFNO,Female,0,Yes,No,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25,1849.2,No,0.997889821033693,2.11017896630671e-03
0354-VXMJC,Male,0,Yes,Yes,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.6,426.65,No,0.98181696557023,1.81830344297698e-02
8917-SZTTJ,Male,0,Yes,Yes,60,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.65,1161.75,No,0.996973049758246,3.02695024175425e-03
1696-MZVAU,Male,0,Yes,Yes,39,DSL,No,No,No,No,No,No,Oneyear,Yes,25.25,947.75,No,0.910387008657565,8.96129913424355e-02
7359-WWYJV,Male,0,Yes,No,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,114.45,8375.05,No,0.964252223638352,3.57477763616481e-02
4906-ZHGPK,Male,0,Yes,Yes,54,DSL,No,Yes,No,Yes,Yes,No,Oneyear,Yes,70.7,3770,No,0.962974193419942,3.70258065800581e-02
8593-WHYHV,Male,0,No,No,3,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,85.3,264.8,Yes,0.302656741764401,0.697343258235599
6223-DHJGV,Female,0,No,No,42,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.65,958.1,No,0.971407760490391,2.85922395096085e-02
8158-WPEZG,Male,0,No,No,11,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,35.65,425.1,No,0.702556997039064,0.297443002960936
3280-MRDOF,Male,1,No,No,30,DSL,No,No,Yes,Yes,Yes,No,Twoyear,Yes,69.1,2093.9,No,0.926756296841586,7.32437031584137e-02
6303-KFWSL,Female,0,No,No,29,DSL,No,Yes,No,No,No,No,Oneyear,Yes,55.25,1620.2,No,0.871284166610623,0.128715833389377
2081-VEYEH,Male,0,No,No,3,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,107.95,318.6,No,0.436395297580304,0.563604702419696
4116-TZAQJ,Female,0,No,No,9,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,74.25,639.65,Yes,0.453490898994981,0.546509101005019
1958-RNRKS,Male,0,Yes,No,30,DSL,No,No,No,No,No,No,Month-to-month,No,49.9,1441.95,No,0.827470652867231,0.172529347132769
5136-RGMZO,Male,0,No,No,31,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,71.05,2168.15,No,0.833641053621361,0.166358946378639
8345-MVDYC,Female,0,No,No,45,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,81.65,3618.7,No,0.975468151502173,2.4531848497827e-02
8226-BXGES,Male,0,Yes,No,64,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,No,89.45,5692.65,No,0.936518893545586,6.34811064544143e-02
8375-DKEBR,Female,1,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.6,69.6,Yes,0.233868696204258,0.766131303795742
1015-OWJKI,Male,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.05,19.05,No,0.769800189141552,0.230199810858448
2040-XBAVJ,Male,0,Yes,Yes,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,114.45,8100.55,No,0.970894811091781,2.91051889082195e-02
8646-JCOMS,Female,0,Yes,No,66,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,90.55,6130.95,No,0.926524313439456,7.34756865605439e-02
9804-ICWBG,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.9,69.9,Yes,0.313427367318481,0.686572632681519
1222-KJNZD,Male,0,Yes,Yes,40,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.4,745.3,No,0.953295868816571,4.67041311834286e-02
8952-WCVCD,Female,0,Yes,No,41,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,104.45,4162.05,No,0.742831281774597,0.257168718225403
7801-CEDNV,Male,0,Yes,No,27,DSL,Yes,No,No,No,No,No,Oneyear,No,48.7,1421.75,No,0.916764346813577,8.32356531864235e-02
3658-QQJYD,Male,0,No,No,62,DSL,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,74.3,4698.05,No,0.936765061672484,6.32349383275159e-02
1803-BGNBD,Female,0,No,No,12,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,54.3,654.5,No,0.750546752817323,0.249453247182677
6950-TWMYB,Male,0,Yes,Yes,54,Fiberoptic,No,Yes,No,Yes,No,No,Twoyear,Yes,79.95,4362.05,No,0.963395829212752,3.66041707872475e-02
9470-XCCEM,Male,0,Yes,Yes,35,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.65,3161.6,No,0.588703852148614,0.411296147851386
7279-BUYWN,Female,1,No,No,41,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,113.2,4689.5,Yes,0.478332305384592,0.521667694615408
2155-AMQRX,Female,0,No,No,28,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,54.9,1505.15,No,0.83410010966842,0.16589989033158
8623-ULFNQ,Female,1,No,No,26,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,66.05,1652.4,No,0.718227394598916,0.281772605401084
2586-CWXVV,Male,0,Yes,No,54,DSL,No,Yes,No,No,No,No,Month-to-month,No,30.4,1621.35,No,0.932518227293791,6.74817727062094e-02
8401-EMUWF,Male,0,Yes,Yes,42,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,69.4,3058.3,No,0.86727526941571,0.13272473058429
5922-ABDVO,Female,0,Yes,No,19,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,No,89.65,1761.05,Yes,0.487805623906642,0.512194376093358
3506-OVLKD,Male,0,No,No,35,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,26.2,954.9,No,0.973436660924583,2.65633390754165e-02
7860-KSUGX,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,No,No,Twoyear,No,64.45,4720,No,0.993786693689223,6.21330631077682e-03
5149-QYTTU,Female,0,Yes,Yes,71,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,95.15,6770.85,No,0.957588567592802,4.24114324071976e-02
2085-BOJKI,Male,0,Yes,No,17,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,96.65,1588.25,No,0.513327796608779,0.486672203391221
5663-QBGIS,Male,1,Yes,No,72,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,No,98.35,6929.4,No,0.91186998183832,8.81300181616802e-02
4911-BANWH,Female,0,No,Yes,31,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,86.55,2697.4,Yes,0.503724657381271,0.496275342618729
2959-EEXWB,Female,0,Yes,Yes,45,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,50.9,2333.85,No,0.81315176458657,0.18684823541343
7321-KKSDU,Male,0,No,Yes,32,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.5,696.8,No,0.987206303879724,1.27936961202756e-02
3402-XRIUO,Female,1,Yes,No,22,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,63.55,1381.8,No,0.831563221046112,0.168436778953888
9350-ZXYJC,Female,0,No,No,4,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,25.3,116.95,No,0.928774964393248,7.12250356067522e-02
6990-YNRIO,Male,0,Yes,Yes,65,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,108.65,6937.95,Yes,0.964018434721365,3.59815652786348e-02
6959-GQEGV,Male,0,No,No,45,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,75.95,3273.8,No,0.799966374515341,0.200033625484659
3173-WSSUE,Female,0,Yes,Yes,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.7,1415.85,No,0.998130930486055,1.86906951394475e-03
7369-TRPFD,Male,0,No,No,19,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,18.8,279.2,No,0.943381557196361,5.66184428036393e-02
2485-ITVKB,Female,0,Yes,No,2,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,35.1,68.75,Yes,0.377332113153022,0.622667886846978
3669-OYSJI,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,46.2,46.2,Yes,0.570389891435905,0.429610108564095
5296-BFCYD,Male,0,Yes,Yes,46,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,20.1,936.85,No,0.991646311306089,8.35368869391059e-03
7105-MXJLL,Female,1,Yes,No,26,DSL,No,No,Yes,No,No,Yes,Oneyear,No,60.7,1597.4,No,0.799429268375916,0.200570731624084
7940-UQQUG,Female,0,Yes,Yes,64,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Oneyear,Yes,104.4,6721.6,No,0.891842715640881,0.108157284359119
7010-BRBUU,Male,0,Yes,Yes,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.1,1734.65,No,0.998255191192148,1.74480880785212e-03
3062-ICYZQ,Female,0,Yes,Yes,51,Fiberoptic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,93.8,4539.35,No,0.761434446181501,0.238565553818499
7873-CVMAW,Male,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,88.55,6362.35,No,0.989688182461426,1.03118175385744e-02
4524-QCSSM,Male,0,No,No,26,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,44.65,1156.55,No,0.736252717477207,0.263747282522793
2039-JONDJ,Male,0,No,No,27,DSL,Yes,Yes,No,No,No,No,Oneyear,No,55.45,1477.65,No,0.926316372160176,7.36836278398244e-02
6695-FRVEC,Male,0,Yes,Yes,67,DSL,Yes,No,Yes,Yes,No,No,Twoyear,Yes,60.4,3953.7,No,0.993796672481177,6.20332751882314e-03
4547-LYTDD,Female,0,No,No,16,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,72.65,1194.3,Yes,0.503475514757845,0.496524485242155
9894-QMIMJ,Female,0,No,No,23,DSL,No,Yes,Yes,No,No,No,Oneyear,No,55.8,1327.85,No,0.877285979018707,0.122714020981293
8069-YQQAJ,Male,0,No,No,14,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,31.1,419.7,No,0.602921717878961,0.397078282121039
6770-XUAGN,Female,0,Yes,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,21,21,Yes,0.74289430736248,0.25710569263752
4193-ORFCL,Female,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,45.1,45.1,Yes,0.467105763761242,0.532894236238758
1636-NTNCO,Male,1,No,No,4,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,50.95,207.35,No,0.305813527552584,0.694186472447416
3638-VBZTA,Male,0,No,Yes,68,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,86.5,5882.75,No,0.986666534375021,1.33334656249786e-02
3318-NMQXL,Male,0,No,No,3,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,92,266.8,No,0.249924637919208,0.750075362080792
