customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_Yes,Score_No
6374-NTQLP,Male,1,Yes,Yes,72,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,104.1,7447.7,No,0.160461524802319,0.839538475197681
2387-KDZQY,Male,0,No,No,17,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.1,279.5,No,0.141415686413164,0.858584313586836
3584-WKTTW,Male,0,Yes,No,51,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,111.55,5720.35,No,0.137891637914115,0.862108362085885
1971-DTCZB,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,90.95,6468.6,No,0.150350339782267,0.849649660217733
3374-PZLXD,Male,0,No,No,34,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.7,675.6,No,0.129364482518278,0.870635517481722
3813-DHBBB,Male,0,Yes,No,67,DSL,Yes,Yes,No,Yes,No,Yes,Twoyear,Yes,50.95,3521.7,No,0.120447298779253,0.879552701220747
6518-PPLMZ,Male,0,Yes,Yes,53,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.4,1110.35,No,0.120616293275564,0.879383706724436
4939-KYYPY,Male,0,No,No,27,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,59.45,1611.65,No,9.20711358533072e-02,0.907928864146693
2361-UPSND,Female,0,Yes,No,46,DSL,Yes,Yes,No,Yes,No,Yes,Oneyear,No,70.6,3231.05,No,9.76469738366117e-02,0.902353026163388
6035-RIIOM,Female,0,No,No,54,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,Yes,97.2,5129.45,No,0.184968785603604,0.815031214396396
9504-DSHWM,Male,0,No,No,20,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,59.2,1191.2,No,8.19066700515309e-02,0.918093329948469
3533-UVMOM,Male,0,Yes,No,68,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,No,70.95,4741.45,No,0.12170501778113,0.87829498221887
1478-VPOAD,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,43.8,43.8,No,0.282718268737723,0.717281731262277
4690-LLKUA,Male,1,No,No,17,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.05,770.6,Yes,0.303357507253435,0.696642492746565
9490-DFPMD,Female,1,No,No,42,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,84.65,3541.35,Yes,0.316412427403361,0.683587572596639
2581-VKIRT,Female,0,Yes,Yes,59,DSL,Yes,Yes,No,Yes,No,No,Oneyear,No,65.5,3801.3,No,0.109590006037146,0.890409993962854
2851-MMUTZ,Female,0,No,No,27,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,56.15,1439.35,No,0.124058292564874,0.875941707435126
8580-AECUZ,Male,1,No,No,1,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,79.1,79.1,Yes,0.863309518589277,0.136690481410723
8388-DMKAE,Female,0,No,No,8,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.25,174.65,No,0.14232334618363,0.85767665381637
5405-ZMYXQ,Female,0,No,No,8,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.6,548.9,No,0.727392707983053,0.272607292016947
5047-LHVLY,Male,1,No,Yes,1,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,50.15,50.15,Yes,0.475662572366522,0.524337427633478
4737-AQCPU,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Twoyear,No,72.1,5016.65,No,0.131708261919709,0.86829173808029
9158-VCTQB,Female,0,Yes,No,41,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,113.6,4594.95,Yes,0.196771778117496,0.803228221882504
2808-CHTDM,Female,0,Yes,Yes,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.1,611.45,No,0.123258830717841,0.876741169282159
0793-TWELN,Female,0,No,No,4,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,80.15,319.85,No,0.681573051871602,0.318426948128398
3283-WCWXT,Male,0,Yes,Yes,6,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.4,153.3,No,0.148098663583183,0.851901336416817
0999-QXNSA,Male,1,No,Yes,7,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.75,344.2,No,0.371004762390385,0.628995237609615
5451-MHQOF,Male,0,Yes,Yes,56,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,24.45,1431.65,No,0.133070943700189,0.866929056299811
4836-WNFNO,Female,0,Yes,No,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25,1849.2,No,0.159131849898811,0.840868150101189
0354-VXMJC,Male,0,Yes,Yes,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.6,426.65,No,0.127698583091661,0.872301416908339
8917-SZTTJ,Male,0,Yes,Yes,60,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.65,1161.75,No,0.142051351820583,0.857948648179417
1696-MZVAU,Male,0,Yes,Yes,39,DSL,No,No,No,No,No,No,Oneyear,Yes,25.25,947.75,No,0.145839332320815,0.854160667679185
7359-WWYJV,Male,0,Yes,No,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,114.45,8375.05,No,0.166486975145844,0.833513024854156
4906-ZHGPK,Male,0,Yes,Yes,54,DSL,No,Yes,No,Yes,Yes,No,Oneyear,Yes,70.7,3770,No,0.102641787523145,0.897358212476855
8593-WHYHV,Male,0,No,No,3,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,85.3,264.8,Yes,0.830018587543886,0.169981412456114
6223-DHJGV,Female,0,No,No,42,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.65,958.1,No,0.130566291424015,0.869433708575985
8158-WPEZG,Male,0,No,No,11,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,35.65,425.1,No,0.166502850062139,0.833497149937861
3280-MRDOF,Male,1,No,No,30,DSL,No,No,Yes,Yes,Yes,No,Twoyear,Yes,69.1,2093.9,No,0.132556839199112,0.867443160800888
6303-KFWSL,Female,0,No,No,29,DSL,No,Yes,No,No,No,No,Oneyear,Yes,55.25,1620.2,No,0.128964495027837,0.871035504972163
2081-VEYEH,Male,0,No,No,3,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,107.95,318.6,No,0.712057909258964,0.287942090741036
4116-TZAQJ,Female,0,No,No,9,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,74.25,639.65,Yes,0.580459674042289,0.419540325957711
1958-RNRKS,Male,0,Yes,No,30,DSL,No,No,No,No,No,No,Month-to-month,No,49.9,1441.95,No,0.124592560755856,0.875407439244144
5136-RGMZO,Male,0,No,No,31,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,71.05,2168.15,No,0.112374356002974,0.887625643997026
8345-MVDYC,Female,0,No,No,45,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,81.65,3618.7,No,8.39177062996233e-02,0.916082293700377
8226-BXGES,Male,0,Yes,No,64,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,No,89.45,5692.65,No,0.113170056183038,0.886829943816962
8375-DKEBR,Female,1,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.6,69.6,Yes,0.834249186530664,0.165750813469336
1015-OWJKI,Male,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.05,19.05,No,0.166379254237051,0.833620745762949
2040-XBAVJ,Male,0,Yes,Yes,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,114.45,8100.55,No,0.167964558021271,0.832035441978729
8646-JCOMS,Female,0,Yes,No,66,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,90.55,6130.95,No,0.13380509586399,0.86619490413601
9804-ICWBG,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.9,69.9,Yes,0.786948172716496,0.213051827283504
1222-KJNZD,Male,0,Yes,Yes,40,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.4,745.3,No,0.122484626991607,0.877515373008393
8952-WCVCD,Female,0,Yes,No,41,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,104.45,4162.05,No,0.189549788632652,0.810450211367348
7801-CEDNV,Male,0,Yes,No,27,DSL,Yes,No,No,No,No,No,Oneyear,No,48.7,1421.75,No,8.95611053613724e-02,0.910438894638628
3658-QQJYD,Male,0,No,No,62,DSL,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,74.3,4698.05,No,0.116871187936276,0.883128812063724
1803-BGNBD,Female,0,No,No,12,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,54.3,654.5,No,0.170215535689277,0.829784464310723
6950-TWMYB,Male,0,Yes,Yes,54,Fiberoptic,No,Yes,No,Yes,No,No,Twoyear,Yes,79.95,4362.05,No,0.111439870685539,0.888560129314461
9470-XCCEM,Male,0,Yes,Yes,35,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.65,3161.6,No,0.290527048955765,0.709472951044235
7279-BUYWN,Female,1,No,No,41,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,113.2,4689.5,Yes,0.26811847119544,0.731881528804559
2155-AMQRX,Female,0,No,No,28,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,54.9,1505.15,No,0.129567715045962,0.870432284954038
8623-ULFNQ,Female,1,No,No,26,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,66.05,1652.4,No,0.209678972636502,0.790321027363498
2586-CWXVV,Male,0,Yes,No,54,DSL,No,Yes,No,No,No,No,Month-to-month,No,30.4,1621.35,No,0.135652866254499,0.864347133745501
8401-EMUWF,Male,0,Yes,Yes,42,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,69.4,3058.3,No,8.99285227137452e-02,0.910071477286255
5922-ABDVO,Female,0,Yes,No,19,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,No,89.65,1761.05,Yes,0.489647524419454,0.510352475580546
3506-OVLKD,Male,0,No,No,35,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,26.2,954.9,No,0.124833566534989,0.875166433465011
7860-KSUGX,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,No,No,Twoyear,No,64.45,4720,No,0.128149135557019,0.871850864442981
5149-QYTTU,Female,0,Yes,Yes,71,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,95.15,6770.85,No,0.150554435585129,0.849445564414871
2085-BOJKI,Male,0,Yes,No,17,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,96.65,1588.25,No,0.551621440020208,0.448378559979792
5663-QBGIS,Male,1,Yes,No,72,Fiberoptic,No,Yes,No,No,Yes,Yes,Twoyear,No,98.35,6929.4,No,0.169839562472259,0.830160437527741
4911-BANWH,Female,0,No,Yes,31,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,86.55,2697.4,Yes,0.378121187049858,0.621878812950142
2959-EEXWB,Female,0,Yes,Yes,45,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,50.9,2333.85,No,0.111597618622901,0.888402381377099
7321-KKSDU,Male,0,No,Yes,32,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.5,696.8,No,0.120204463130068,0.879795536869932
3402-XRIUO,Female,1,Yes,No,22,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,63.55,1381.8,No,0.13633498138153,0.86366501861847
9350-ZXYJC,Female,0,No,No,4,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,25.3,116.95,No,0.15024686365423,0.84975313634577
6990-YNRIO,Male,0,Yes,Yes,65,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,108.65,6937.95,Yes,0.140226358638057,0.859773641361943
6959-GQEGV,Male,0,No,No,45,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,75.95,3273.8,No,0.112249732394142,0.887750267605858
3173-WSSUE,Female,0,Yes,Yes,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.7,1415.85,No,0.16411917371812,0.83588082628188
7369-TRPFD,Male,0,No,No,19,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,18.8,279.2,No,0.142681817499416,0.857318182500584
2485-ITVKB,Female,0,Yes,No,2,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,35.1,68.75,Yes,0.342157789868496,0.657842210131504
3669-OYSJI,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,46.2,46.2,Yes,0.305058283539171,0.694941716460829
5296-BFCYD,Male,0,Yes,Yes,46,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,20.1,936.85,No,0.115737640154303,0.884262359845697
7105-MXJLL,Female,1,Yes,No,26,DSL,No,No,Yes,No,No,Yes,Oneyear,No,60.7,1597.4,No,0.18673167477262,0.81326832522738
7940-UQQUG,Female,0,Yes,Yes,64,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Oneyear,Yes,104.4,6721.6,No,0.161078575052687,0.838921424947313
7010-BRBUU,Male,0,Yes,Yes,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.1,1734.65,No,0.157943189764878,0.842056810235122
3062-ICYZQ,Female,0,Yes,Yes,51,Fiberoptic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,93.8,4539.35,No,0.164827978848841,0.835172021151159
7873-CVMAW,Male,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,88.55,6362.35,No,0.135776599907745,0.864223400092255
4524-QCSSM,Male,0,No,No,26,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,44.65,1156.55,No,0.132894620806145,0.867105379193855
2039-JONDJ,Male,0,No,No,27,DSL,Yes,Yes,No,No,No,No,Oneyear,No,55.45,1477.65,No,8.41133517225449e-02,0.915886648277455
6695-FRVEC,Male,0,Yes,Yes,67,DSL,Yes,No,Yes,Yes,No,No,Twoyear,Yes,60.4,3953.7,No,0.10009137094448,0.89990862905552
4547-LYTDD,Female,0,No,No,16,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,72.65,1194.3,Yes,0.464174024328313,0.535825975671687
9894-QMIMJ,Female,0,No,No,23,DSL,No,Yes,Yes,No,No,No,Oneyear,No,55.8,1327.85,No,0.120498160819836,0.879501839180164
8069-YQQAJ,Male,0,No,No,14,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,31.1,419.7,No,0.224161866094811,0.775838133905189
6770-XUAGN,Female,0,Yes,Yes,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,21,21,Yes,0.164550813901017,0.835449186098983
4193-ORFCL,Female,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,45.1,45.1,Yes,0.36705938462387,0.63294061537613
1636-NTNCO,Male,1,No,No,4,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,50.95,207.35,No,0.405544416134262,0.594455583865738
3638-VBZTA,Male,0,No,Yes,68,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,86.5,5882.75,No,0.115996739815164,0.884003260184836
3318-NMQXL,Male,0,No,No,3,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,92,266.8,No,0.85447391008076,0.14552608991924
3143-ILDAL,Male,0,No,No,56,Fiberoptic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,94.45,5124.6,Yes,0.123939486460483,0.876060513539517
8232-UTFOZ,Male,0,No,No,69,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.95,1399.35,No,0.158927497267308,0.841072502732692
0129-QMPDR,Male,0,Yes,Yes,44,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.5,865.05,No,0.129248593097195,0.870751406902805
7188-CBBBA,Female,0,No,No,65,Fiberoptic,No,Yes,Yes,No,Yes,No,Oneyear,Yes,95.5,6153.85,No,0.157871093807794,0.842128906192206
4720-VSTSI,Female,0,No,No,44,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,84.8,3862.55,Yes,0.214494851789509,0.785505148210491
3219-JQRSL,Female,1,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,89.1,6352.4,No,0.158884147935201,0.841115852064799
2801-NISEI,Male,0,No,No,24,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,54.95,1348.5,No,7.67373559819288e-02,0.923262644018071
3946-MHCZW,Male,0,No,No,1,DSL,No,No,Yes,No,No,No,Month-to-month,No,50.9,50.9,Yes,0.324987892349871,0.675012107650129
4623-ZKHLY,Male,0,Yes,No,22,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.45,471.55,No,0.133343839242381,0.86665616075762
6732-VAILE,Male,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,85.95,5931.75,No,0.134718558046423,0.865281441953577
1845-CSBRZ,Female,1,Yes,Yes,22,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,85.35,1961.6,No,0.407265368299917,0.592734631700083
2123-VSCOT,Female,0,Yes,Yes,59,DSL,No,No,Yes,Yes,Yes,No,Twoyear,Yes,72.1,4194.85,No,9.8214580172769e-02,0.901785419827231
2792-VPPET,Male,0,No,No,3,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.5,76.95,No,0.165450488068189,0.834549511931811
7409-JURKQ,Female,0,Yes,No,53,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,111.8,5809.75,No,0.148162256870305,0.851837743129696
4890-VMUAV,Male,0,No,No,63,DSL,Yes,Yes,Yes,Yes,No,No,Oneyear,No,71.5,4576.3,No,0.102881275234068,0.897118724765932
3764-MNMOI,Male,0,No,No,46,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.2,908.15,No,0.126224786162589,0.873775213837411
7442-YGZFK,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,49.8,49.8,No,0.403726197192658,0.596273802807342
8229-BUJHX,Female,0,Yes,Yes,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,20.5,1500.95,No,0.162641843532795,0.837358156467205
7449-HVPIV,Male,0,Yes,Yes,55,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,90.4,5099.15,No,0.190104332219869,0.809895667780131
8466-PZBLH,Male,0,Yes,Yes,67,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Twoyear,No,104.6,6885.75,No,0.13903088824035,0.86096911175965
8735-IJJEG,Male,0,Yes,No,14,DSL,No,No,Yes,No,No,No,Month-to-month,No,50.2,668.85,No,0.199160615623508,0.800839384376492
5834-ASPWA,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,75.45,75.45,Yes,0.805490164956965,0.194509835043035
0701-RFGFI,Female,0,Yes,Yes,49,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.4,4613.95,No,0.23423895529612,0.76576104470388
5619-PTMIK,Female,0,Yes,No,46,DSL,Yes,No,No,No,No,No,Month-to-month,No,53.1,2459.8,No,8.44590463385217e-02,0.915540953661478
5882-CMAZQ,Female,0,Yes,Yes,5,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,34.25,163.55,No,0.133405869221628,0.866594130778372
3511-APPBJ,Male,0,No,No,23,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,99.95,2292.75,No,0.325679554131012,0.674320445868988
3948-XHGNA,Male,0,No,No,24,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.55,1210.4,Yes,0.134017231240402,0.865982768759598
0565-IYCGT,Male,0,No,No,69,DSL,Yes,Yes,Yes,Yes,No,Yes,Oneyear,Yes,78.6,5356.45,Yes,0.120012183280545,0.879987816719455
5447-WZAFP,Female,0,No,No,53,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,100.3,5200.8,No,0.168076548998328,0.831923451001672
5110-CHOPY,Female,0,No,No,60,DSL,Yes,No,Yes,No,Yes,Yes,Twoyear,No,53.6,3237.05,No,0.117399783585931,0.882600216414069
5445-UTODQ,Female,0,Yes,No,7,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,81.1,576.65,Yes,0.735108946121229,0.264891053878771
9675-ICXCT,Male,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,80.8,5728.55,No,0.137247693099299,0.862752306900701
1024-VRZHF,Male,0,Yes,No,11,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.95,825.7,Yes,0.636980310750526,0.363019689249474
4703-MQYKT,Male,0,No,No,21,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.6,390.4,No,0.126463861636891,0.873536138363109
9497-QCMMS,Male,1,No,No,1,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,93.55,93.55,Yes,0.906189903065461,9.38100969345395e-02
5692-ICXLW,Male,1,No,No,31,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,90.7,2845.15,No,0.414561861262188,0.585438138737812
1960-UYCNN,Male,0,No,No,10,Fiberoptic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,95.25,1021.55,No,0.705159510848679,0.294840489151321
3190-FZATL,Male,0,No,Yes,14,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,19.95,268.4,No,0.143571164815904,0.856428835184096
7710-JSYOA,Female,0,Yes,Yes,69,Fiberoptic,No,Yes,No,Yes,No,Yes,Twoyear,Yes,93.3,6398.05,No,0.132771212105817,0.867228787894183
4514-GFCFI,Female,1,No,No,16,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,84.75,1350.15,Yes,0.697010284665815,0.302989715334185
0607-MVMGC,Male,0,Yes,Yes,45,DSL,No,Yes,Yes,No,Yes,Yes,Oneyear,No,78.75,3600.65,No,0.114103510506503,0.885896489493497
9828-AOQLM,Female,0,Yes,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.7,45.7,Yes,0.289170901753347,0.710829098246653
8000-REIQB,Female,1,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.95,69.95,Yes,0.835371728755106,0.164628271244894
7615-ESMYF,Female,0,Yes,No,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,44.6,97.1,Yes,0.270190094697754,0.729809905302246
7020-OZKXZ,Female,1,No,No,9,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,No,75.5,637.4,No,0.659901143360948,0.340098856639052
3977-QCRSL,Female,0,No,No,5,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.15,117.95,No,0.159886045405636,0.840113954594364
0017-DINOC,Male,0,No,No,54,DSL,Yes,No,No,Yes,Yes,No,Twoyear,No,45.2,2460.55,No,8.81450729877781e-02,0.911854927012222
9139-WQQDY,Female,0,Yes,Yes,49,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,No,100.45,4941.8,Yes,0.150704383306651,0.849295616693349
0224-HJAPT,Male,0,No,No,5,DSL,No,No,No,No,No,No,Month-to-month,No,47.15,223.15,Yes,0.270367439180162,0.729632560819838
8086-OVPWV,Male,0,No,No,2,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,80.2,181.1,Yes,0.826979640976623,0.173020359023377
7639-OPLNG,Male,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,Yes,79.25,5731.85,No,0.141333174128348,0.858666825871652
6845-RGTYS,Female,0,Yes,No,47,Fiberoptic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,98.75,4533.7,Yes,0.189219171271148,0.810780828728852
5155-AZQPB,Female,0,Yes,Yes,28,DSL,No,No,No,No,No,No,Month-to-month,No,49.9,1410.25,No,0.113024155588436,0.886975844411564
7065-YUNRY,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.3,45.3,Yes,0.359773289690808,0.640226710309192
0181-RITDD,Male,0,Yes,Yes,62,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,108.15,6825.65,No,0.134957830087615,0.865042169912385
5989-PGKJB,Female,0,No,No,16,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,86.25,1340.1,No,0.626177792031858,0.373822207968142
4795-KTRTH,Female,1,Yes,No,5,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,81,371.65,Yes,0.760749652969027,0.239250347030973
0308-GIQJT,Male,1,No,No,71,Fiberoptic,No,Yes,No,Yes,Yes,Yes,Oneyear,No,105.75,7382.85,No,0.160771277686611,0.839228722313389
4452-ROHMO,Female,0,No,No,15,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,19.6,331.6,No,0.132896811009062,0.867103188990938
6481-OGDOO,Male,0,Yes,No,67,Fiberoptic,Yes,Yes,No,No,No,Yes,Oneyear,Yes,90.6,6056.15,Yes,0.134141732459434,0.865858267540566
9172-JITSM,Female,0,Yes,Yes,26,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.8,2361.8,Yes,0.483416084842079,0.516583915157921
6557-BZXLQ,Male,1,No,No,16,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,69.65,1043.3,No,0.513069697076438,0.486930302923562
2538-OIMXF,Female,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,No,24.7,24.7,No,0.240870146270514,0.759129853729486
4138-NAXED,Male,0,No,No,51,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,No,81,4085.75,No,0.135550637144354,0.864449362855646
